flight_duration,flight_phase,departure_elevation,arrival_elevation,total_onboard,cargo_weight,airline,aircraft_type,aircraft_age,last_maintenance_hours,engine_hours_since_overhaul,pilot_experience,copilot_experience,crew_count,season,weather_condition,visibility_km,wind_speed_knots,wind_direction,temperature_c,precipitation_mm,turbulence_severity,route_complexity,air_traffic_density,risk
367,cruise,2737,463,97,1450,Lufthansa,A350,11,62,9688,12682,3985,9,autumn,snow,4.707492285903664,44,327,8,3.577131392129793,moderate,0.58,0.61,0
261,cruise,2008,1626,167,10972,Lufthansa,A350,6,291,6261,13352,4992,9,summer,rain,14.461011856090723,0,276,26,13.99097616287904,severe,0.08,0.37,1
188,cruise,1022,450,279,10294,Lufthansa,B737,20,118,2612,7639,3352,4,spring,rain,6.584989872466132,20,21,7,0.022324332869010366,none,0.75,0.93,0
444,climb,2883,1447,123,14374,United,A320,30,459,3284,5015,4746,4,summer,snow,5.121497764759002,10,112,31,5.8528387331320975,none,0.47,0.44,1
209,landing,967,224,155,3498,Indigo,B737,5,270,5105,6061,6374,7,summer,storm,8.369141777424174,0,73,-9,15.556287463091286,moderate,0.53,0.77,0
355,landing,435,996,248,14768,United,A350,12,240,3178,14634,4559,8,summer,rain,4.866937569808407,21,358,15,7.1737002381806985,light,0.69,0.39,0
67,landing,1841,262,269,11734,Delta,B787,11,361,2985,4129,2380,5,winter,snow,9.935796758487975,51,6,38,11.295155074745871,none,0.63,0.49,1
277,descent,2382,168,69,9731,Delta,B787,28,331,3706,1660,2365,10,winter,clear,6.8531413711997144,13,124,22,4.036060055291597,moderate,0.73,0.24,1
480,climb,2773,1012,193,9735,Emirates,B737,2,278,5722,3051,381,9,spring,snow,10.302916781775737,55,73,-17,9.843002936807348,severe,0.3,0.75,1
513,takeoff,2632,1346,142,17971,Indigo,A320,5,435,9484,6725,795,5,autumn,rain,3.2731390488522063,21,32,11,17.794270471526946,none,0.74,0.14,1
385,cruise,855,2395,176,16436,Indigo,A350,30,474,9901,8884,4480,9,summer,storm,9.963870192944777,22,97,25,11.678908967845187,moderate,0.78,0.86,1
592,takeoff,1024,1322,114,2308,Lufthansa,B787,10,483,3370,14014,1087,7,autumn,clear,10.59995959498966,57,273,17,0.43391355000830023,moderate,0.05,0.58,1
113,climb,2446,1548,145,1783,Delta,A350,5,462,6564,10659,4446,5,winter,snow,4.18770414205329,15,346,-11,15.153722072988538,severe,0.84,0.31,1
392,cruise,2929,1227,65,16089,Delta,B787,4,54,6008,2444,1627,4,autumn,clear,12.407284252566095,26,349,-14,18.81183179754877,none,0.34,0.49,0
422,climb,1228,166,207,16455,Lufthansa,A320,13,174,5098,5845,5599,8,autumn,clear,12.690031310355135,56,251,-19,2.558814416178381,severe,0.6,0.43,1
411,takeoff,2598,2585,297,9683,Indigo,B787,14,376,2560,10655,6262,5,summer,rain,8.203140840580952,10,222,-13,1.7520520091648395,none,0.31,0.41,0
354,takeoff,1552,924,175,12069,Emirates,A320,6,233,8708,1259,1947,8,summer,clear,6.105548113536636,27,143,-11,16.906989489096944,moderate,0.33,0.52,0
431,climb,639,1277,269,9183,Indigo,A320,11,268,780,7265,5195,6,autumn,rain,1.86055031604657,29,298,31,3.103140075489079,severe,0.73,0.45,0
565,climb,184,2406,253,7685,Emirates,B787,3,264,2601,14031,888,4,winter,clear,4.462290455875296,45,333,12,13.076080507046825,moderate,0.51,0.99,0
409,cruise,291,493,73,1047,Indigo,A320,27,145,9278,5463,7443,5,winter,snow,2.595198552754316,11,297,2,18.613864476245578,none,0.29,0.52,1
466,descent,508,928,204,10498,Indigo,A350,3,18,4353,11145,3830,5,winter,rain,14.11453676866682,39,326,-15,0.029574271922823137,light,0.74,0.83,0
564,landing,2836,1411,216,9376,Delta,A350,11,64,2813,10853,3969,4,winter,rain,3.7084624971346667,20,0,7,5.276562514904047,severe,0.26,0.92,1
189,landing,1152,1832,131,2754,Indigo,B737,3,128,3243,10067,4888,10,summer,snow,11.394137944238656,0,259,20,16.9555765704886,severe,0.63,0.42,1
91,landing,2529,639,167,9126,United,A350,19,130,8281,4803,7819,5,winter,rain,13.937877308033856,41,286,26,6.408066824201093,moderate,0.56,0.56,0
410,landing,2949,230,180,18514,Indigo,A350,15,357,8908,9813,4628,10,autumn,storm,10.997874512438045,49,165,39,15.988090244897954,none,0.63,0.43,1
477,descent,2019,2780,134,4182,United,A320,18,13,7264,4543,1184,10,winter,storm,10.881036305426816,50,32,38,2.64390668791751,moderate,0.21,0.27,1
297,climb,1428,75,75,10031,Emirates,B787,27,435,5076,7677,4772,7,spring,clear,7.696941799220504,10,94,14,8.133265483259457,moderate,0.72,0.29,1
292,takeoff,2523,1936,212,19696,Emirates,A320,16,491,3725,2130,4745,7,summer,clear,7.000388359940814,39,195,22,9.602624502880106,severe,0.85,0.5,1
206,descent,465,1553,224,4983,Lufthansa,A320,8,483,2557,2603,7760,7,spring,storm,3.511623641547882,39,262,19,3.0291596010317967,moderate,0.15,0.61,0
305,landing,687,839,272,18074,Lufthansa,A320,27,19,6232,2828,4870,10,autumn,clear,3.985779772764094,51,126,-8,7.930484844651922,light,0.73,0.72,1
208,cruise,1902,1685,55,8226,Lufthansa,B787,18,96,3413,13793,6416,4,winter,storm,9.871952939365285,49,128,19,10.938506118986542,severe,0.88,0.53,1
456,descent,597,1397,152,7605,United,B737,30,15,9107,9217,2948,5,winter,snow,11.78718922584396,30,66,36,4.673802036690933,severe,0.24,0.34,1
367,landing,2656,1935,258,18327,United,A320,19,94,2922,4549,367,9,spring,snow,13.221843469652688,42,185,-20,1.5279459849148846,light,0.44,0.67,0
540,descent,17,1597,181,18231,Emirates,A320,6,484,5778,5655,6620,6,winter,rain,6.6870269910122255,60,46,38,18.744590476875754,moderate,0.23,0.07,1
334,takeoff,51,2735,73,5729,United,A320,3,439,5308,14780,4012,10,winter,snow,1.0380838552235514,10,98,3,8.129078545417787,severe,0.38,0.96,1
307,descent,1235,1256,225,12715,Lufthansa,B737,22,204,3489,6537,3573,7,spring,rain,12.268109797406627,19,229,22,18.40364282616906,moderate,0.91,0.22,0
324,takeoff,2570,280,103,4696,Delta,A350,16,219,1019,14128,7312,5,winter,rain,13.965558161643353,48,355,31,1.007297088527388,severe,0.26,0.37,0
295,descent,946,298,298,4729,Emirates,B737,20,66,7595,3497,2531,6,autumn,snow,5.318959452666739,36,2,-3,13.213930983894462,light,0.53,0.55,1
390,descent,2052,1947,98,14120,Lufthansa,B737,29,363,7068,2286,461,10,autumn,clear,3.9913490572116386,8,349,15,16.244588905215174,light,0.5,0.85,1
187,descent,1990,2440,235,9443,Indigo,A350,19,454,5833,3392,605,7,winter,snow,14.982438250710523,28,283,-2,17.895279512288166,moderate,0.59,0.68,0
278,climb,2285,720,287,3690,Indigo,B787,12,129,6541,9670,7386,6,spring,storm,10.736800110983971,11,132,34,9.180250969925911,moderate,1.0,0.55,0
355,climb,415,1747,294,15935,Delta,A350,18,499,2548,14360,3882,9,summer,snow,2.9061509930134735,26,185,-13,16.702702843644484,moderate,0.41,0.2,1
207,descent,496,457,107,8217,Emirates,B737,26,391,5678,10976,7052,4,summer,rain,2.411880940427254,14,30,3,19.62168682063982,light,0.8,0.28,1
481,cruise,1823,1083,273,12503,Indigo,A350,17,469,6232,14713,4642,9,spring,rain,12.265514546205136,37,114,-5,13.248416824862472,light,0.48,0.84,0
164,takeoff,8,2037,144,16203,Delta,B787,14,213,8617,6737,7400,4,summer,rain,2.8457918667041255,31,109,34,18.883524229723747,moderate,0.28,0.91,0
120,descent,977,2610,296,11091,Lufthansa,A350,7,397,5385,13291,6689,7,spring,snow,8.093401331645353,8,72,26,10.227537574106654,light,0.2,0.22,0
541,takeoff,2538,2158,162,19993,Indigo,A350,20,128,3158,13447,4342,9,summer,snow,4.442465437366561,0,313,5,7.4934988945121646,moderate,0.45,0.66,0
424,climb,1292,196,143,5184,Emirates,B737,7,498,6379,3410,3010,10,summer,storm,9.76487647382069,6,254,-14,7.461792443253188,severe,0.0,0.66,1
486,takeoff,785,1370,59,18324,Delta,A320,2,254,8251,6923,3307,5,summer,clear,3.9603554272138894,25,218,5,0.906989993639522,severe,0.17,0.78,1
122,landing,543,2136,266,19034,United,A320,16,276,9762,6123,6892,9,spring,storm,12.327694932179153,17,126,-2,12.042772797241863,moderate,0.81,0.5,0
217,cruise,2235,622,269,16968,Delta,B737,6,86,3217,7595,6063,8,summer,storm,5.24701313223576,44,191,25,15.507529135727856,moderate,0.24,0.48,0
368,cruise,728,563,91,5610,Delta,B787,26,103,615,9616,3985,6,summer,storm,8.66307437046989,12,184,12,13.938360397097824,light,0.77,0.2,0
73,landing,922,2844,158,4107,Emirates,A350,8,242,2184,4479,303,4,winter,snow,8.340828001328749,7,286,-4,12.014210222750117,moderate,0.79,0.21,0
372,cruise,1066,494,63,1772,Indigo,B787,13,301,2527,1359,5446,7,autumn,clear,2.6916082001576784,32,283,20,11.548852454776917,severe,0.37,0.12,1
447,descent,2953,2549,214,1711,United,B737,22,121,8489,5187,2676,9,spring,snow,6.088960777506851,49,194,26,4.165118664173848,none,0.75,0.83,1
460,climb,767,1117,142,10276,Indigo,A350,4,22,5664,14461,4029,7,autumn,snow,11.005706943010834,51,122,-11,8.405361803823045,moderate,0.01,0.45,1
507,cruise,1079,2880,123,5888,Indigo,B787,30,238,4542,5256,6039,8,autumn,snow,6.0315964842762,15,300,-10,5.418813483063509,moderate,0.79,0.43,0
435,climb,157,1397,172,5226,Lufthansa,A350,4,400,2012,8717,1552,7,summer,clear,3.277367189617717,55,172,12,9.555781972249225,none,0.46,0.12,1
514,climb,1337,2708,298,9229,Emirates,B787,14,373,1581,4879,4545,9,autumn,storm,4.9945059248036054,39,20,17,16.378598598878426,none,0.52,0.17,0
579,takeoff,55,341,196,3525,Indigo,A350,16,19,610,11319,4704,5,autumn,snow,10.064030766228166,14,86,19,16.29061537872561,moderate,0.62,0.35,0
93,takeoff,564,1683,90,11000,United,A350,24,279,4584,10226,2655,7,summer,storm,4.314415482018114,51,224,35,16.174251062206856,light,0.84,0.42,1
431,landing,2434,2687,263,4031,Delta,A350,17,212,7432,5808,2576,7,spring,snow,2.8007709649179073,56,164,7,7.088770082183238,severe,0.14,0.62,1
368,descent,1324,2901,200,10457,Emirates,B787,21,115,6257,3175,1778,8,autumn,clear,13.588970009541633,47,149,-5,1.2825568378486363,light,0.68,0.92,1
257,climb,928,835,180,7190,Indigo,A320,18,148,5669,7920,6038,5,autumn,rain,14.480217853531231,42,174,-10,5.3639696118699876,none,0.94,0.64,0
143,descent,2833,521,158,11624,Lufthansa,A350,10,240,8469,10117,327,10,summer,clear,9.388498348477789,9,37,19,5.35067047380438,light,0.54,0.23,0
286,landing,1376,2611,209,12604,Emirates,B787,26,289,4821,13832,5477,5,autumn,storm,6.2979771724568065,3,115,24,9.987949561614515,none,0.18,0.94,0
210,landing,298,2378,269,15480,United,B787,20,172,3308,13519,7383,8,winter,storm,7.146624158031588,14,56,31,4.159493997423114,moderate,0.54,0.88,0
494,climb,1547,1761,184,5513,Delta,A350,11,406,7016,2132,6482,7,summer,snow,13.952305172441422,26,45,5,7.760375274792004,moderate,0.54,0.18,0
186,takeoff,2680,2408,240,14793,Emirates,B787,15,39,8502,10804,1821,8,winter,clear,11.25665273448287,54,18,-15,4.272746186907721,severe,0.61,0.28,1
210,climb,716,1908,248,1608,United,B737,22,40,9939,5618,2316,4,winter,snow,4.064285500316548,15,94,4,12.454772714024012,none,0.23,0.61,0
104,descent,2102,1034,190,7642,United,A350,13,101,5318,7255,4386,4,summer,clear,11.343134189340763,39,80,36,5.467669998547649,severe,0.54,0.35,1
439,descent,2753,491,152,3930,Emirates,A350,6,330,1963,5535,1691,4,autumn,snow,14.163243601409935,3,77,40,13.074455069834812,light,0.74,0.57,0
218,takeoff,1621,1614,82,15473,Lufthansa,A350,22,196,5384,3929,2899,6,spring,rain,3.0838825703107204,28,88,-8,6.265777607912131,moderate,0.94,0.48,0
287,takeoff,2662,610,211,14719,Emirates,B787,10,304,848,10239,2475,5,spring,snow,3.027855950976756,42,34,23,11.649058294736234,moderate,0.47,0.25,0
278,descent,2540,728,167,11798,Delta,B737,14,128,2465,14449,902,6,summer,snow,13.916228957501218,17,260,39,2.014790177143473,light,0.12,0.85,0
591,takeoff,1698,92,252,15869,Lufthansa,A320,19,167,4489,12214,6363,5,summer,rain,4.892601250752912,38,347,1,16.624168801344826,severe,0.84,0.77,1
341,descent,1541,1575,108,19340,Delta,A320,26,295,1264,7425,3412,6,winter,clear,6.736718816795177,56,125,34,19.869220921452037,none,0.33,0.28,1
574,climb,744,1465,174,17945,Delta,B787,14,44,8212,14061,1717,7,summer,storm,5.875603985022354,16,358,8,1.5406045279983793,severe,0.37,0.71,1
254,climb,2199,692,269,19100,Emirates,B787,12,186,7101,775,3841,4,winter,storm,13.37693902034627,7,337,-11,2.1425487058046366,moderate,0.53,0.77,0
437,descent,184,1444,247,19553,Lufthansa,A320,25,101,3384,4575,1651,8,winter,storm,7.827011096479566,31,352,14,3.430107324622338,moderate,0.97,0.18,0
210,climb,1600,673,240,13095,United,B787,15,226,6069,7525,5133,9,spring,clear,4.101878058705859,55,276,8,9.851782373228675,severe,0.03,0.92,1
222,landing,2018,1513,299,4397,Lufthansa,A320,21,183,6490,9127,5818,9,winter,snow,14.185975109379362,57,116,39,3.001516361668919,severe,1.0,0.3,1
422,descent,2844,640,239,10974,United,B787,27,306,9206,10672,5072,4,winter,storm,13.354166456421146,31,59,8,11.21014945589761,none,0.84,0.7,1
465,descent,2624,119,72,6655,Emirates,B787,14,399,9074,3462,2030,6,spring,storm,9.105713399353725,19,321,-12,2.7543829598385816,moderate,0.25,0.26,0
444,cruise,2942,957,117,1937,Indigo,B787,9,101,9963,6349,2272,6,summer,rain,8.17912091687382,51,311,3,19.563681774918077,light,0.52,0.44,1
223,landing,121,2300,199,3534,Lufthansa,B787,16,157,1033,4401,2858,5,summer,snow,5.623610926124803,25,150,-2,5.837902982690871,moderate,0.47,0.83,0
200,landing,1808,2891,194,4592,United,B787,15,418,7488,9135,4917,10,summer,storm,6.663027538634725,57,294,24,0.4137749203051322,none,0.33,0.46,1
397,descent,1202,1741,90,14047,Emirates,B787,2,62,3694,10808,7944,9,spring,snow,3.233600650200706,51,238,35,8.71418432887734,severe,0.17,0.89,1
328,climb,130,143,51,4697,United,A350,21,119,736,9382,2968,7,winter,snow,4.279726653541145,3,125,-16,3.267903428108041,none,0.57,0.31,0
451,climb,2219,1604,62,18479,Lufthansa,B737,12,328,5948,9115,5288,5,spring,clear,10.125465028414446,8,24,18,13.080834291907868,moderate,0.92,0.38,0
275,climb,1200,2380,298,5592,Lufthansa,A320,29,431,2414,2883,1366,8,winter,rain,6.276097439798041,53,18,30,14.147909903399569,severe,0.66,0.58,1
488,landing,2427,1373,61,9935,Delta,B787,1,348,2114,13501,2823,7,winter,clear,3.528006197435049,13,176,-12,14.809889238633946,moderate,0.23,0.37,0
526,cruise,961,2120,148,1841,United,B787,19,46,8071,11445,5573,9,winter,snow,2.4277201572860907,38,334,28,13.090664471604763,light,0.72,0.38,1
161,descent,2919,2564,280,8606,Indigo,A350,18,430,2883,3014,2864,7,autumn,snow,14.837889134063438,29,171,18,14.717734228349606,none,0.14,0.79,0
75,landing,586,1893,215,17688,Delta,B787,16,266,6924,9932,2284,6,autumn,rain,12.350449920626824,49,105,-14,17.04360796325059,moderate,0.66,0.71,1
473,cruise,879,2459,101,11574,United,A320,7,387,9973,1844,3698,7,winter,rain,2.4618435482840373,19,276,1,14.685472223357367,light,0.23,0.22,0
551,descent,414,107,289,4806,Indigo,B737,10,230,5376,7452,5070,10,autumn,snow,10.366061703621359,42,293,-4,3.2249665169842157,none,0.7,0.64,0
282,landing,441,2038,283,19079,Delta,B737,4,58,8103,7866,6361,6,winter,snow,11.3399476038873,47,333,-13,8.050487362690163,light,0.13,0.65,1
243,descent,2809,2424,259,17511,Delta,B787,19,172,4091,9374,4750,8,winter,storm,12.596623285423062,40,327,39,7.067468863947218,none,0.48,0.9,0
61,descent,551,1390,136,10724,Delta,A350,7,152,6269,9501,305,10,winter,rain,10.387203584115698,26,229,17,2.2804997470381694,moderate,0.23,0.7,0
307,climb,1202,687,76,2403,Indigo,A320,4,213,8085,4419,6323,10,summer,storm,1.103488981697304,56,302,4,19.029246776337395,light,0.91,0.82,1
485,takeoff,1630,2034,94,4987,Lufthansa,B787,21,384,7929,14256,2504,6,winter,rain,4.093312056100119,17,281,19,13.873194209575235,moderate,0.84,0.29,1
508,climb,2824,2344,106,15017,Emirates,A350,17,389,8469,13258,4294,7,summer,storm,14.446815195424241,56,91,30,11.11438909540279,moderate,0.73,0.3,1
94,landing,1682,944,265,14005,Emirates,B737,23,32,6220,5062,3548,4,summer,snow,8.394833753799675,36,2,40,5.820058260089014,none,0.11,0.84,0
80,takeoff,453,294,241,11801,Emirates,B737,4,495,8947,11791,1929,6,winter,clear,3.2752135501338984,39,48,-12,14.773988691403922,moderate,0.75,1.0,0
127,landing,1601,2270,194,16593,Indigo,A320,21,288,8851,13562,5854,6,winter,storm,6.924075761317913,51,44,-19,16.847307398021766,light,0.86,0.94,1
127,descent,559,2571,250,15773,Emirates,A320,20,131,4375,13863,284,9,autumn,rain,8.531125737847622,17,96,34,19.655738826044345,moderate,0.33,0.13,0
217,takeoff,2974,1837,51,13967,Lufthansa,A350,25,138,817,8934,6798,4,autumn,snow,13.349013834014649,33,275,-16,10.588931719669954,light,0.3,0.91,0
75,cruise,357,38,204,3876,Lufthansa,A320,27,224,8318,12529,1872,8,spring,rain,12.757148017708955,1,236,28,6.7486645813864055,severe,0.58,0.22,1
464,cruise,656,2863,184,11461,Delta,B787,27,350,6953,6864,3053,8,winter,snow,11.73573312866197,42,158,22,9.960252064991204,light,0.46,0.95,1
598,climb,504,2091,147,19045,Delta,A320,17,143,9984,1138,5227,4,spring,snow,3.519698027005645,2,321,8,3.7467812342810647,severe,0.89,0.81,1
266,takeoff,1598,2694,239,3604,United,A320,22,144,4692,13103,3186,4,autumn,snow,9.989253377039168,32,209,1,0.015615631121370654,severe,0.99,0.41,1
279,cruise,1315,592,74,15154,United,B787,9,447,6841,13242,5392,8,winter,snow,7.79877674706924,7,241,35,7.438351941270653,light,0.87,0.4,0
293,cruise,377,681,63,8680,Lufthansa,B787,12,160,9114,13268,7605,7,summer,clear,1.4620499508378226,37,198,-16,4.461749965135329,severe,0.77,0.28,1
467,takeoff,2885,119,176,15298,Indigo,B787,29,278,1785,10714,5441,4,summer,clear,12.09912890808236,6,295,-8,4.150251622704628,light,0.45,0.19,0
524,cruise,2086,479,82,16494,United,A350,7,102,8236,921,2227,10,spring,storm,13.030998726774675,41,309,5,7.904121134161482,severe,0.92,0.38,1
370,takeoff,2193,703,181,4456,United,B737,27,199,7971,7420,6177,4,summer,snow,6.129889899954911,23,37,29,2.5981947369559344,none,0.67,0.17,0
451,climb,406,1225,300,19342,United,B737,3,468,5628,12246,383,8,spring,clear,7.920503586692582,7,32,-13,19.24865770743594,severe,0.78,0.2,1
312,descent,1902,2238,245,10797,United,B737,18,240,1796,13911,2199,5,summer,rain,12.265641154053771,9,271,-12,8.061828060306976,none,0.86,0.76,0
441,takeoff,166,2590,51,16676,Lufthansa,B787,16,490,4137,3744,2595,5,winter,snow,7.441586652493496,57,142,0,13.313978182746242,none,0.73,0.66,1
231,landing,1604,1542,255,6521,Indigo,A320,30,182,5509,5544,4660,9,summer,snow,14.298504903593988,15,221,32,10.329652076466004,moderate,0.48,0.62,0
157,cruise,1893,2391,285,14468,Delta,A320,4,116,7368,10658,7966,10,winter,storm,7.762245903733035,53,315,-1,19.028114097877303,severe,0.53,0.37,1
512,takeoff,299,1941,126,1803,United,B787,30,141,6402,9467,4724,4,autumn,clear,9.103903030578563,35,29,33,15.081890121699274,none,0.41,0.06,0
481,landing,890,1416,235,6652,Indigo,A320,11,258,2946,2665,4429,9,spring,storm,5.514061162787345,28,95,29,8.05205944384214,severe,0.58,0.1,1
418,descent,2500,2876,287,5404,Lufthansa,B787,9,101,7245,8292,6275,10,winter,snow,5.093885232118237,6,43,35,8.867278925375937,light,0.03,0.76,0
178,takeoff,341,982,142,13710,Emirates,B737,21,229,8971,10355,1464,6,spring,rain,6.222213446890511,21,257,0,4.266512470186184,none,0.72,0.79,0
435,takeoff,1366,2449,249,4519,Delta,A350,5,122,5839,3823,6314,5,winter,storm,10.222992799578062,56,304,4,8.326731820271743,none,0.59,0.08,1
522,descent,1494,383,151,6116,Delta,A350,2,174,8949,14429,5554,5,winter,rain,9.846850420792883,46,59,10,10.373451444486339,moderate,0.82,0.36,1
546,takeoff,553,494,254,16133,Lufthansa,B787,4,432,8099,4196,568,10,winter,snow,3.5450579873393417,53,249,4,13.500176928594563,none,0.22,0.49,1
288,descent,653,1385,232,15061,United,A350,20,422,4152,8511,6644,8,winter,clear,1.973194310376655,24,24,21,14.626788951878444,none,0.52,0.47,0
249,cruise,465,2500,300,10721,Delta,B787,30,236,1939,7234,3910,10,winter,snow,4.68531648986254,33,345,-9,11.221437968130289,severe,0.88,0.61,1
100,cruise,712,30,247,15839,Delta,B787,7,136,3986,9060,5023,4,autumn,rain,14.308190957470297,25,217,-9,12.538727577816509,light,0.3,1.0,0
97,takeoff,2650,478,109,1084,United,A350,18,137,4418,14383,3007,6,spring,rain,13.049692447799877,11,288,-1,7.498751175569483,moderate,0.8,0.95,0
567,descent,1361,289,260,7964,United,A320,1,294,8600,9455,201,6,summer,clear,7.838825235804287,55,165,20,10.73793228529404,moderate,0.76,0.45,1
177,takeoff,2484,1688,210,14488,Indigo,A350,11,497,737,7719,6692,10,winter,clear,10.342512176678223,36,77,-17,1.7089680864156187,none,0.65,0.87,0
486,descent,1154,2572,110,12470,Emirates,B787,30,260,7925,1038,6877,9,spring,storm,10.325634658212518,50,148,7,5.2737656218509255,moderate,0.98,0.59,1
329,takeoff,2533,2763,95,10416,United,A350,21,428,3365,6319,2755,10,summer,clear,12.937345932959328,18,247,-14,8.32345023861751,none,0.68,0.71,1
147,climb,1264,1578,108,3592,Delta,B787,12,464,2490,1755,592,6,autumn,storm,10.650819188384299,15,337,-5,4.730234306519446,severe,0.21,0.17,1
77,climb,1766,1778,286,5638,Lufthansa,A350,8,162,8735,8004,4794,4,autumn,rain,7.4793338977628645,42,148,-17,7.101003763676039,moderate,0.91,0.48,0
94,climb,2156,1501,101,17869,Indigo,A350,4,147,5196,14946,7476,7,autumn,clear,12.8719726303659,13,333,40,9.620922455970364,light,0.21,0.38,1
263,cruise,1464,2554,160,18066,Emirates,A320,15,129,3510,12765,1264,5,spring,storm,11.016988250420207,0,71,24,8.1026676894715,none,0.29,0.51,0
565,climb,317,2286,250,4840,Indigo,B737,29,201,6746,1562,5500,4,summer,snow,6.970421020684246,32,157,-1,11.850075108086486,light,0.71,0.05,0
508,landing,2308,15,127,19369,Emirates,B787,29,221,7717,8117,3487,4,winter,rain,9.165880144133856,10,123,24,18.783549562232377,moderate,0.35,0.15,0
594,takeoff,570,1903,104,8534,United,A350,21,459,877,14869,7628,4,spring,rain,14.388560211831159,18,117,27,4.826755600066703,none,0.79,0.58,0
228,landing,1807,2314,249,8577,United,A320,24,412,819,9140,7368,8,winter,rain,8.019290108846667,11,12,-5,5.154535844816501,light,0.6,0.09,1
356,takeoff,1988,2025,238,4297,United,A350,20,500,1456,12521,7277,10,autumn,storm,10.131064792262423,5,1,35,18.251080875702034,severe,0.67,0.51,0
500,cruise,212,2684,225,11763,Lufthansa,B737,6,371,872,725,629,6,winter,storm,2.4042762693985362,31,17,-15,5.5450926577102955,moderate,0.93,0.64,1
488,landing,204,982,247,17518,Indigo,B787,29,368,9270,13365,6806,9,spring,clear,2.71188753054904,48,300,28,19.471917770598136,moderate,0.34,0.58,1
234,landing,1037,2889,108,1180,Lufthansa,A320,15,56,3365,1464,5821,8,winter,clear,8.4721538644282,7,296,25,8.154524093395537,light,0.13,0.0,0
546,takeoff,1434,842,88,3193,Indigo,B787,13,179,5690,4673,4184,5,autumn,snow,9.032414838547608,43,202,26,4.832321876140398,moderate,0.68,0.77,0
154,descent,921,1522,204,13248,United,A320,1,245,9717,2944,2637,5,summer,snow,1.7348808871607215,15,327,-7,9.809258975023663,moderate,0.94,0.77,1
561,climb,2321,1092,247,13756,Lufthansa,B787,24,465,5796,11947,5217,6,spring,rain,12.71069414615035,13,153,-2,3.842757048752543,severe,0.66,0.27,1
365,takeoff,585,2722,59,14509,Emirates,A320,15,78,6579,6395,900,5,spring,storm,1.4148265495076513,18,356,5,5.192119860272144,severe,0.16,0.3,1
139,landing,2254,2942,259,17372,Delta,B787,18,28,2496,6748,4573,10,autumn,rain,5.15938766931117,51,165,-16,11.125647074682899,moderate,0.55,0.71,1
296,climb,1186,990,75,5980,Lufthansa,B737,23,469,8068,2542,3985,8,spring,rain,9.86118904023811,16,304,-2,10.541669587539829,severe,0.83,0.44,1
234,cruise,232,23,57,11773,Indigo,B787,24,477,8986,1977,5904,4,winter,snow,1.1813894617279435,30,218,11,16.996049882491974,moderate,0.57,0.11,0
423,landing,2469,1718,140,9237,Indigo,A320,16,263,5129,11482,1931,10,autumn,clear,11.666072022528805,14,164,-17,14.950185828558105,moderate,0.29,0.47,0
203,descent,147,2460,140,18042,Delta,B737,15,472,6148,4983,7028,6,autumn,clear,12.808514629240028,14,303,-19,16.473642374887167,none,0.44,0.08,0
508,descent,1816,2054,91,5034,Emirates,B737,22,108,5610,11393,750,8,winter,storm,13.785928856368523,43,73,1,12.959017029234282,light,0.74,0.41,0
175,landing,600,591,160,5962,United,B737,4,31,4985,8251,6864,7,summer,rain,12.997276237052182,36,44,10,18.266361956084687,moderate,0.61,0.51,0
70,landing,256,1423,197,9126,Indigo,A350,5,110,5872,4650,3285,4,spring,rain,9.36493942049751,42,137,40,13.16544130340861,severe,0.62,0.02,1
239,descent,1261,205,72,7497,Delta,A320,9,42,678,13484,4125,6,summer,snow,4.997849721614918,11,127,12,13.649595831836418,light,0.84,0.44,0
133,takeoff,866,2706,194,6298,United,B787,10,180,8147,8921,640,7,autumn,rain,4.139386360918112,18,33,29,0.9431204964129303,none,0.9,0.38,0
180,climb,2227,2138,163,6331,Indigo,A320,28,245,3539,10292,6469,7,summer,clear,13.365947737327904,24,196,21,13.76907124324385,none,0.9,0.45,0
571,takeoff,1013,986,204,3788,Emirates,A320,8,465,6222,6056,694,10,spring,rain,3.2921340871706493,46,167,-3,18.586108548990424,light,0.47,0.29,1
427,landing,35,460,77,7891,Lufthansa,A350,20,237,9879,8370,2433,6,autumn,rain,4.305649883388673,27,167,24,0.8179089454520172,light,0.15,0.33,0
388,landing,1309,1661,126,18953,Delta,B787,11,287,4423,8709,7416,6,spring,snow,1.48012879582068,37,296,-12,5.700981268841461,light,0.92,0.06,1
524,climb,1214,798,253,3537,Indigo,A320,21,388,2527,13873,3949,4,spring,clear,7.457470163906155,5,286,-12,13.302866018543265,none,0.71,0.88,1
489,climb,2343,673,258,16298,Emirates,A320,16,415,5445,6885,1505,6,spring,rain,13.753519197803785,60,321,37,11.819119726917949,light,0.19,0.17,1
136,climb,839,2425,118,6131,United,B787,18,311,2412,14149,1084,10,summer,storm,11.996886891871796,25,303,10,19.576437459607476,light,0.26,0.37,0
508,cruise,2252,431,240,1509,Indigo,A350,6,83,5812,4948,6195,9,autumn,snow,3.3434576550127044,46,142,11,16.326463998638136,severe,0.91,0.01,1
313,descent,261,1544,78,4403,Emirates,B787,3,142,4887,9986,3759,9,winter,snow,11.616266777467294,31,195,-17,4.97108894597962,none,0.26,0.54,1
482,takeoff,583,617,140,10799,Delta,A350,23,365,4284,3984,7163,7,spring,storm,10.355314349230785,51,319,-6,12.372554794485549,light,0.53,0.35,1
